Episode,Timestep,State,Action,Reward,Next State
81,20,"[ 0.5197242   0.72104357  0.8543341   0.69288973  0.0448564   0.17940461
  0.55400582  1.55741321 -0.01677782  0.01340239]",[-0.07657982 -0.0513878 ],-0.03345936753212008,"[ 0.51293196  0.7007932   0.85842927  0.71336448  0.0448564   0.17940461
  0.24016593  1.32321116 -0.02138407  0.01286209]"
81,21,"[ 0.51293196  0.7007932   0.85842927  0.71336448  0.0448564   0.17940461
  0.24016593  1.32321116 -0.02138407  0.01286209]",[-0.0157604  -0.03488527],-0.029120708233021764,"[ 0.50938171  0.68287661  0.86054069  0.73053373  0.0448564   0.17940461
  0.17312325  1.15890605 -0.02480736  0.01222344]"
81,22,"[ 0.50938171  0.68287661  0.86054069  0.73053373  0.0448564   0.17940461
  0.17312325  1.15890605 -0.02480736  0.01222344]",[-0.09679213 -0.06790422],-0.04322549838402024,"[ 0.50973711  0.66794318  0.86033022  0.74421228  0.0448564   0.17940461
 -0.21314329  0.86721743 -0.02686034  0.01156887]"
81,23,"[ 0.50973711  0.66794318  0.86033022  0.74421228  0.0448564   0.17940461
 -0.21314329  0.86721743 -0.02686034  0.01156887]",[-0.0752337   0.01883696],-0.03544764562460956,"[ 0.51592435  0.65449931  0.85663415  0.7560626   0.0448564   0.17940461
 -0.50659532  0.92472916 -0.02736383  0.01083996]"
81,24,"[ 0.51592435  0.65449931  0.85663415  0.7560626   0.0448564   0.17940461
 -0.50659532  0.92472916 -0.02736383  0.01083996]",[-0.01106873 -0.08889525],-0.03679399149939657,"[ 0.52486448  0.64325409  0.85118581  0.76565278  0.0448564   0.17940461
 -0.54024781  0.55444504 -0.02692021  0.01014711]"
81,25,"[ 0.52486448  0.64325409  0.85118581  0.76565278  0.0448564   0.17940461
 -0.54024781  0.55444504 -0.02692021  0.01014711]",[-0.03077202  0.03070093],-0.02951485039631595,"[ 0.53497275  0.63386642  0.84486931  0.77344254  0.0448564   0.17940461
 -0.65134301  0.66506473 -0.02593839  0.00950589]"
81,26,"[ 0.53497275  0.63386642  0.84486931  0.77344254  0.0448564   0.17940461
 -0.65134301  0.66506473 -0.02593839  0.00950589]",[-0.04311928  0.00582999],-0.027990135468057592,"[ 0.54725816  0.62344469  0.83696386  0.78186746  0.0448564   0.17940461
 -0.80906023  0.67503021 -0.02458376  0.00875703]"
81,27,"[ 0.54725816  0.62344469  0.83696386  0.78186746  0.0448564   0.17940461
 -0.80906023  0.67503021 -0.02458376  0.00875703]",[-0.02966392  0.06880366],-0.029949277474824364,"[ 0.56157146  0.6107762   0.82742824  0.79180328  0.0448564   0.17940461
 -0.91050215  0.93412784 -0.02303747  0.00784129]"
81,28,"[ 0.56157146  0.6107762   0.82742824  0.79180328  0.0448564   0.17940461
 -0.91050215  0.93412784 -0.02303747  0.00784129]",[-0.08716969  0.0175603 ],-0.029979320345378993,"[ 0.57922171  0.59546545  0.81517005  0.80338092  0.0448564   0.17940461
 -1.23739236  0.9852628  -0.02103287  0.00669397]"
81,29,"[ 0.57922171  0.59546545  0.81517005  0.80338092  0.0448564   0.17940461
 -1.23739236  0.9852628  -0.02103287  0.00669397]",[-0.04003714  0.0283475 ],-0.02152208744051509,"[ 0.6002915   0.57876121  0.79978129  0.81549706  0.0448564   0.17940461
 -1.371354    1.07803556 -0.01835464  0.00533956]"
81,30,"[ 0.6002915   0.57876121  0.79978129  0.81549706  0.0448564   0.17940461
 -1.371354    1.07803556 -0.01835464  0.00533956]",[ 0.0112634  -0.06528978],-0.020299170291744235,"[ 0.62143463  0.56336775  0.78346602  0.82620625  0.0448564   0.17940461
 -1.29958247  0.79814547 -0.01540592  0.00397133]"
81,31,"[ 0.62143463  0.56336775  0.78346602  0.82620625  0.0448564   0.17940461
 -1.29958247  0.79814547 -0.01540592  0.00397133]",[-0.000126   -0.11159737],-0.024678314009247155,"[ 0.64139094  0.55393697  0.76721422  0.83255861  0.0448564   0.17940461
 -1.27423832  0.34045332 -0.01189816  0.00280497]"
81,32,"[ 0.64139094  0.55393697  0.76721422  0.83255861  0.0448564   0.17940461
 -1.27423832  0.34045332 -0.01189816  0.00280497]",[-0.10123703 -0.01345474],-0.017844880382722347,"[ 6.63554782e-01  5.48757823e-01  7.48127697e-01  8.35981371e-01
  4.48563996e-02  1.79404614e-01 -1.64956341e+00  2.80542626e-01
 -7.24312546e-03  1.58684749e-03]"
81,33,"[ 6.63554782e-01  5.48757823e-01  7.48127697e-01  8.35981371e-01
  4.48563996e-02  1.79404614e-01 -1.64956341e+00  2.80542626e-01
 -7.24312546e-03  1.58684749e-03]",[0.01685999 0.16938418],-0.03175995373415615,"[ 6.87148605e-01  5.38447520e-01  7.26516892e-01  8.42659047e-01
  4.48563996e-02  1.79404614e-01 -1.55042700e+00  9.45636846e-01
 -2.78455026e-03 -2.83152718e-05]"
81,34,"[ 6.87148605e-01  5.38447520e-01  7.26516892e-01  8.42659047e-01
  4.48563996e-02  1.79404614e-01 -1.55042700e+00  9.45636846e-01
 -2.78455026e-03 -2.83152718e-05]",[ 0.04626891 -0.08948912],-0.011994043897775263,"[ 7.07828948e-01  5.25603775e-01  7.06383876e-01  8.50729494e-01
  4.48563996e-02  1.79404614e-01 -1.33658496e+00  5.72506513e-01
  7.47043576e-04 -1.68691713e-03]"
81,35,"[ 7.07828948e-01  5.25603775e-01  7.06383876e-01  8.50729494e-01
  4.48563996e-02  1.79404614e-01 -1.33658496e+00  5.72506513e-01
  7.47043576e-04 -1.68691713e-03]",[ 0.10226824 -0.09762743],-0.024877908765994453,"[ 0.72347682  0.51924569  0.69034868  0.85462501  0.0448564   0.17940461
 -0.90539636  0.17447899  0.00391545 -0.00292606]"
81,36,"[ 0.72347682  0.51924569  0.69034868  0.85462501  0.0448564   0.17940461
 -0.90539636  0.17447899  0.00391545 -0.00292606]",[-0.06984745  0.07760753],-0.018895097610059905,"[ 0.73761231  0.5136464   0.67522447  0.85800196  0.0448564   0.17940461
 -1.16393387  0.47838798  0.00685286 -0.00411515]"
81,37,"[ 0.73761231  0.5136464   0.67522447  0.85800196  0.0448564   0.17940461
 -1.16393387  0.47838798  0.00685286 -0.00411515]",[ 0.09956572 -0.07890461],-0.027004660421370452,"[ 0.75036993  0.50819916  0.66101813  0.86123958  0.0448564   0.17940461
 -0.74687381  0.15636445  0.00950541 -0.00526344]"
81,38,"[ 0.75036993  0.50819916  0.66101813  0.86123958  0.0448564   0.17940461
 -0.74687381  0.15636445  0.00950541 -0.00526344]",[ 0.06651013 -0.01052083],-0.017347188782755374,"[ 0.75834493  0.50589143  0.65185348  0.86259716  0.0448564   0.17940461
 -0.46893111  0.11152892  0.01132713 -0.00598887]"
81,39,"[ 0.75834493  0.50589143  0.65185348  0.86259716  0.0448564   0.17940461
 -0.46893111  0.11152892  0.01132713 -0.00598887]",[-0.04075816  0.00471365],-0.01624798582239399,"[ 0.76540727  0.50382309  0.6435462   0.86380686  0.0448564   0.17940461
 -0.62092383  0.12802769  0.01295455 -0.00665623]"
81,40,"[ 0.76540727  0.50382309  0.6435462   0.86380686  0.0448564   0.17940461
 -0.62092383  0.12802769  0.01295455 -0.00665623]",[-0.00881031 -0.03386972],-0.017964958315802644,"[ 0.77348324  0.50279514  0.63381675  0.8644056   0.0448564   0.17940461
 -0.64345989 -0.0086113   0.01500502 -0.00742179]"
81,41,"[ 0.77348324  0.50279514  0.63381675  0.8644056   0.0448564   0.17940461
 -0.64345989 -0.0086113   0.01500502 -0.00742179]",[0.07581821 0.03604854],-0.02543482350225961,"[ 0.77961486  0.501705    0.62625927  0.86503878  0.0448564   0.17940461
 -0.33078772  0.13420446  0.01653917 -0.00803336]"
81,42,"[ 0.77961486  0.501705    0.62625927  0.86503878  0.0448564   0.17940461
 -0.33078772  0.13420446  0.01653917 -0.00803336]",[0.00027465 0.01840017],-0.019601429206499026,"[ 0.78369352  0.49877102  0.6211477   0.86673379  0.0448564   0.17940461
 -0.32317753  0.20440156  0.01728952 -0.00849279]"
81,43,"[ 0.78369352  0.49877102  0.6211477   0.86673379  0.0448564   0.17940461
 -0.32317753  0.20440156  0.01728952 -0.00849279]",[0.03404442 0.02943528],-0.021729795633967573,"[ 0.78681922  0.49424302  0.61718353  0.86932378  0.0448564   0.17940461
 -0.18211537  0.31686494  0.01758391 -0.00889197]"
81,44,"[ 0.78681922  0.49424302  0.61718353  0.86932378  0.0448564   0.17940461
 -0.18211537  0.31686494  0.01758391 -0.00889197]",[-0.04277768 -0.0296922 ],-0.0229152902616488,"[ 0.79008168  0.48980722  0.61300158  0.87183077  0.0448564   0.17940461
 -0.34773324  0.19307069  0.01793254 -0.00930671]"
81,45,"[ 0.79008168  0.48980722  0.61300158  0.87183077  0.0448564   0.17940461
 -0.34773324  0.19307069  0.01793254 -0.00930671]",[-0.05759493  0.0580775 ],-0.027997308718312155,"[ 0.79567125  0.48445288  0.6057287   0.87481736  0.0448564   0.17940461
 -0.56880202  0.41927209  0.01882263 -0.00998513]"
81,46,"[ 0.79567125  0.48445288  0.6057287   0.87481736  0.0448564   0.17940461
 -0.56880202  0.41927209  0.01882263 -0.00998513]",[0.07243574 0.02667457],-0.027943732757230555,"[ 0.80072396  0.47624259  0.5990335   0.87931393  0.0448564   0.17940461
 -0.27097393  0.51650583  0.01922229 -0.01067031]"
81,47,"[ 0.80072396  0.47624259  0.5990335   0.87931393  0.0448564   0.17940461
 -0.27097393  0.51650583  0.01922229 -0.01067031]",[-0.00284295  0.06867851],-0.02656981309019822,"[ 0.80399421  0.46481058  0.59463713  0.88541015  0.0448564   0.17940461
 -0.27693518  0.77821846  0.01873593 -0.01123247]"
81,48,"[ 0.80399421  0.46481058  0.59463713  0.88541015  0.0448564   0.17940461
 -0.27693518  0.77821846  0.01873593 -0.01123247]",[-0.04880683  0.01289182],-0.02437880545039899,"[ 0.80838506  0.45065434  0.58865405  0.89269853  0.0448564   0.17940461
 -0.46458016  0.81390915  0.01825127 -0.01197755]"
81,49,"[ 0.80838506  0.45065434  0.58865405  0.89269853  0.0448564   0.17940461
 -0.46458016  0.81390915  0.01825127 -0.01197755]",[0.05715319 0.02214556],-0.025446577959331612,"[ 0.81244538  0.435418    0.58303731  0.90022839  0.0448564   0.17940461
 -0.22926878  0.88541696  0.01756586 -0.01272329]"
82,0,"[ 0.99601472  0.99979352  0.08918899  0.02032057 -0.10093523  0.13327577
 -0.00494257  0.00344724  0.30987634 -0.11232175]",[0.27357107 0.22792211],-0.4549629792078768,"[ 0.99499777  0.99956665  0.09989709  0.02943643 -0.10093523  0.13327577
  1.07697423  0.90541935  0.30951403 -0.10908169]"
82,1,"[ 0.99499777  0.99956665  0.09989709  0.02943643 -0.10093523  0.13327577
  1.07697423  0.90541935  0.30951403 -0.10908169]",[0.26596904 0.3045105 ],-0.48710044324679247,"[ 0.99130839  0.99823262  0.13155862  0.05942751 -0.10093523  0.13327577
  2.10730845  2.09281122  0.30805752 -0.09919526]"
82,2,"[ 0.99130839  0.99823262  0.13155862  0.05942751 -0.10093523  0.13327577
  2.10730845  2.09281122  0.30805752 -0.09919526]",[0.2100803  0.11092626],-0.3725783176136822,"[ 0.98348268  0.99446037  0.18100228  0.10511218 -0.10093523  0.13327577
  2.89650258  2.49028102  0.3047747  -0.08400507]"
82,3,"[ 0.98348268  0.99446037  0.18100228  0.10511218 -0.10093523  0.13327577
  2.89650258  2.49028102  0.3047747  -0.08400507]",[0.23846252 0.08766408],-0.370433784977703,"[ 0.96920268  0.98752872  0.24626442  0.15743898 -0.10093523  0.13327577
  3.78241103  2.78773194  0.29887363 -0.06511401]"
82,4,"[ 0.96920268  0.98752872  0.24626442  0.15743898 -0.10093523  0.13327577
  3.78241103  2.78773194  0.29887363 -0.06511401]",[0.02977288 0.10586947],-0.30541630305485756,"[ 0.94768197  0.97643926  0.31921605  0.21579242 -0.10093523  0.13327577
  3.82525642  3.15170894  0.28991517 -0.0445726 ]"
82,5,"[ 0.94768197  0.97643926  0.31921605  0.21579242 -0.10093523  0.13327577
  3.82525642  3.15170894  0.28991517 -0.0445726 ]",[0.07078163 0.14154598],-0.3039013875504183,"[ 0.91970971  0.95951145  0.39259909  0.28166962 -0.10093523  0.13327577
  4.02944217  3.64967519  0.2778142  -0.02408285]"
82,6,"[ 0.91970971  0.95951145  0.39259909  0.28166962 -0.10093523  0.13327577
  4.02944217  3.64967519  0.2778142  -0.02408285]",[-0.07345082  0.13890848],-0.28747700528284353,"[ 0.88684316  0.9347214   0.46207057  0.35538135 -0.10093523  0.13327577
  3.65906195  4.12755925  0.26274091 -0.00489038]"
82,7,"[ 0.88684316  0.9347214   0.46207057  0.35538135 -0.10093523  0.13327577
  3.65906195  4.12755925  0.26274091 -0.00489038]",[-0.00346641  0.0096899 ],-0.2460420915950018,"[ 0.85113798  0.90242188  0.52494204  0.43085352 -0.10093523  0.13327577
  3.57307262  4.08422031  0.24565932  0.01166635]"
82,8,"[ 0.85113798  0.90242188  0.52494204  0.43085352 -0.10093523  0.13327577
  3.57307262  4.08422031  0.24565932  0.01166635]",[0.01754764 0.1342133 ],-0.24622988262233286,"[ 0.81149222  0.8619752   0.58436322  0.50695044 -0.10093523  0.13327577
  3.57175059  4.5347617   0.22644137  0.0258207 ]"
82,9,"[ 0.81149222  0.8619752   0.58436322  0.50695044 -0.10093523  0.13327577
  3.57175059  4.5347617   0.22644137  0.0258207 ]",[0.01126489 0.0037608 ],-0.20885050723791682,"[ 0.7678808   0.8129554   0.64059275  0.58232596 -0.10093523  0.13327577
  3.54581845  4.45985324  0.20535735  0.03725585]"
82,10,"[ 0.7678808   0.8129554   0.64059275  0.58232596 -0.10093523  0.13327577
  3.54581845  4.45985324  0.20535735  0.03725585]",[0.05162489 0.0736215 ],-0.19654589465224037,"[ 0.71962624  0.75651937  0.69436164  0.65397129 -0.10093523  0.13327577
  3.67999071  4.66298386  0.18283309  0.04571076]"
82,11,"[ 0.71962624  0.75651937  0.69436164  0.65397129 -0.10093523  0.13327577
  3.67999071  4.66298386  0.18283309  0.04571076]",[-0.16449083  0.03801661],-0.19673451709139636,"[ 0.67201192  0.691908    0.74054033  0.72198567 -0.10093523  0.13327577
  2.9565748   4.72140705  0.16047009  0.05051101]"
82,12,"[ 0.67201192  0.691908    0.74054033  0.72198567 -0.10093523  0.13327577
  2.9565748   4.72140705  0.16047009  0.05051101]",[0.0251083  0.01787599],-0.14954315965854198,"[ 0.62675299  0.62092987  0.779218    0.78386613 -0.10093523  0.13327577
  2.99760095  4.69867171  0.13923092  0.05191034]"
82,13,"[ 0.62675299  0.62092987  0.779218    0.78386613 -0.10093523  0.13327577
  2.99760095  4.69867171  0.13923092  0.05191034]",[-0.14678329  0.03810329],-0.1526020292824352,"[ 0.58416212  0.54414763  0.811637    0.83898948 -0.10093523  0.13327577
  2.35770977  4.756691    0.11941168  0.05038117]"
82,14,"[ 0.58416212  0.54414763  0.811637    0.83898948 -0.10093523  0.13327577
  2.35770977  4.756691    0.11941168  0.05038117]",[-0.15405273 -0.06094854],-0.14036912269041313,"[ 0.55075966  0.46497242  0.83466388  0.88532517 -0.10093523  0.13327577
  1.70178786  4.42136309  0.10289587  0.04651723]"
82,15,"[ 0.55075966  0.46497242  0.83466388  0.88532517 -0.10093523  0.13327577
  1.70178786  4.42136309  0.10289587  0.04651723]",[-0.14213437 -0.02706256],-0.11985403726711176,"[ 0.52712766  0.38677147  0.84978611  0.92217559 -0.10093523  0.13327577
  1.10590553  4.22682776  0.08987234  0.04132826]"
82,16,"[ 0.52712766  0.38677147  0.84978611  0.92217559 -0.10093523  0.13327577
  1.10590553  4.22682776  0.08987234  0.04132826]",[-0.13997051 -0.08015477],-0.11367493560444587,"[ 0.51316919  0.31135063  0.85828747  0.9502951  -0.10093523  0.13327577
  0.53037448  3.82591153  0.08010801  0.03559076]"
82,17,"[ 0.51316919  0.31135063  0.85828747  0.9502951  -0.10093523  0.13327577
  0.53037448  3.82591153  0.08010801  0.03559076]",[-0.02412779 -0.05085087],-0.08166814302569332,"[ 0.50495297  0.24049487  0.86314686  0.97065041 -0.10093523  0.13327577
  0.42454578  3.54884384  0.07262909  0.02978748]"
82,18,"[ 0.50495297  0.24049487  0.86314686  0.97065041 -0.10093523  0.13327577
  0.42454578  3.54884384  0.07262909  0.02978748]",[-0.0375537  -0.08385365],-0.07925495366382576,"[ 0.4989704   0.17502845  0.86661903  0.98456338 -0.10093523  0.13327577
  0.26768904  3.14659509  0.06658224  0.02411058]"
82,19,"[ 0.4989704   0.17502845  0.86661903  0.98456338 -0.10093523  0.13327577
  0.26768904  3.14659509  0.06658224  0.02411058]",[0.01434427 0.00677463],-0.06440245245542962,"[ 0.49387413  0.11311615  0.86953341  0.99358177 -0.10093523  0.13327577
  0.31921475  3.11111279  0.06143305  0.01847445]"
82,20,"[ 0.49387413  0.11311615  0.86953341  0.99358177 -0.10093523  0.13327577
  0.31921475  3.11111279  0.06143305  0.01847445]",[-0.0370753   0.00998635],-0.05974043387478436,"[ 0.48965164  0.05133489  0.87191816  0.9986815  -0.10093523  0.13327577
  0.16623166  3.08909077  0.05688074  0.01263025]"
82,21,"[ 0.48965164  0.05133489  0.87191816  0.9986815  -0.10093523  0.13327577
  0.16623166  3.08909077  0.05688074  0.01263025]",[-0.02797898 -0.10056877],-0.06474029031751748,"[ 0.48774799 -0.00581556  0.87298448  0.99998309 -0.10093523  0.13327577
  0.05233925  2.62974576  0.05337117  0.00711538]"
82,22,"[ 0.48774799 -0.00581556  0.87298448  0.99998309 -0.10093523  0.13327577
  0.05233925  2.62974576  0.05337117  0.00711538]",[ 0.00484107 -0.09705339],-0.06025454902653219,"[ 0.48667414 -0.05400613  0.87358359  0.9985406  -0.10093523  0.13327577
  0.07056382  2.19339034  0.05075744  0.00234877]"
82,23,"[ 0.48667414 -0.05400613  0.87358359  0.9985406  -0.10093523  0.13327577
  0.07056382  2.19339034  0.05075744  0.00234877]",[ 0.02056168 -0.10048362],-0.059189192324637346,"[ 4.84738263e-01 -9.33363716e-02  8.74659257e-01  9.95634633e-01
 -1.00935228e-01  1.33275769e-01  1.50633134e-01  1.75208180e+00
  4.86396937e-02 -1.70169732e-03]"
82,24,"[ 4.84738263e-01 -9.33363716e-02  8.74659257e-01  9.95634633e-01
 -1.00935228e-01  1.33275769e-01  1.50633134e-01  1.75208180e+00
  4.86396937e-02 -1.70169732e-03]",[-0.09878899 -0.10796849],-0.0691178958812912,"[ 0.48555952 -0.12356073  0.87420361  0.99233701 -0.10093523  0.13327577
 -0.24324385  1.28994649  0.04746581 -0.00473533]"
82,25,"[ 0.48555952 -0.12356073  0.87420361  0.99233701 -0.10093523  0.13327577
 -0.24324385  1.28994649  0.04746581 -0.00473533]",[0.01445211 0.06126669],-0.051428387030122154,"[ 0.48926436 -0.15127095  0.87213553  0.98849234 -0.10093523  0.13327577
 -0.18125847  1.50698843  0.04688955 -0.00737453]"
82,26,"[ 0.48926436 -0.15127095  0.87213553  0.98849234 -0.10093523  0.13327577
 -0.18125847  1.50698843  0.04688955 -0.00737453]",[-0.10335488  0.04717818],-0.06067732622914608,"[ 0.49595962 -0.18253993  0.86834559  0.98319844 -0.10093523  0.13327577
 -0.58674536  1.66401449  0.04665927 -0.01023815]"
82,27,"[ 0.49595962 -0.18253993  0.86834559  0.98319844 -0.10093523  0.13327577
 -0.58674536  1.66401449  0.04665927 -0.01023815]",[ 0.04452273 -0.01677765],-0.050783765356759776,"[ 0.50448881 -0.21417985  0.86341823  0.97679424 -0.10093523  0.13327577
 -0.39890216  1.56461238  0.04672653 -0.0130699 ]"
82,28,"[ 0.50448881 -0.21417985  0.86341823  0.97679424 -0.10093523  0.13327577
 -0.39890216  1.56461238  0.04672653 -0.0130699 ]",[-0.05534288 -0.05057495],-0.0551072121295464,"[ 0.51318021 -0.24238617  0.85828088  0.97017985 -0.10093523  0.13327577
 -0.61001783  1.33340731  0.04697491 -0.01556525]"
82,29,"[ 0.51318021 -0.24238617  0.85828088  0.97017985 -0.10093523  0.13327577
 -0.61001783  1.33340731  0.04697491 -0.01556525]",[0.03883296 0.0099227 ],-0.052221745227558486,"[ 0.52219537 -0.26829421  0.85282589  0.96333702 -0.10093523  0.13327577
 -0.44424668  1.34627714  0.04737216 -0.01782653]"
82,30,"[ 0.52219537 -0.26829421  0.85282589  0.96333702 -0.10093523  0.13327577
 -0.44424668  1.34627714  0.04737216 -0.01782653]",[-0.09420221 -0.02358971],-0.06143132326475637,"[ 0.53284636 -0.29298108  0.846212    0.95611824 -0.10093523  0.13327577
 -0.80829298  1.22625894  0.04804849 -0.0198853 ]"
82,31,"[ 0.53284636 -0.29298108  0.846212    0.95611824 -0.10093523  0.13327577
 -0.80829298  1.22625894  0.04804849 -0.0198853 ]",[0.04011671 0.01940488],-0.055579584574185166,"[ 0.54498648 -0.31683959  0.83844484  0.94847914 -0.10093523  0.13327577
 -0.63352002  1.2787952   0.04896268 -0.02179309]"
82,32,"[ 0.54498648 -0.31683959  0.83844484  0.94847914 -0.10093523  0.13327577
 -0.63352002  1.2787952   0.04896268 -0.02179309]",[ 0.0479528  -0.04528368],-0.05925759337121251,"[ 0.55387656 -0.33906062  0.8325988   0.94076453 -0.10093523  0.13327577
 -0.43115955  1.07415194  0.04950447 -0.02375168]"
82,33,"[ 0.55387656 -0.33906062  0.8325988   0.94076453 -0.10093523  0.13327577
 -0.43115955  1.07415194  0.04950447 -0.02375168]",[ 0.04084125 -0.1509467 ],-0.08024584791633951,"[ 0.55962071 -0.35338857  0.82874885  0.93547663 -0.10093523  0.13327577
 -0.26091013  0.45518544  0.04986305 -0.02503054]"
82,34,"[ 0.55962071 -0.35338857  0.82874885  0.93547663 -0.10093523  0.13327577
 -0.26091013  0.45518544  0.04986305 -0.02503054]",[-0.03039607  0.04508276],-0.05949706682136868,"[ 0.56489149 -0.36347504  0.8251652   0.93160394 -0.10093523  0.13327577
 -0.37607496  0.62469266  0.05027872 -0.0258631 ]"
82,35,"[ 0.56489149 -0.36347504  0.8251652   0.93160394 -0.10093523  0.13327577
 -0.37607496  0.62469266  0.05027872 -0.0258631 ]",[ 0.00672908 -0.0414625 ],-0.05911499494424375,"[ 0.57080109 -0.3734431   0.82108837  0.92765309 -0.10093523  0.13327577
 -0.34198099  0.44814794  0.05078218 -0.02665069]"
82,36,"[ 0.57080109 -0.3734431   0.82108837  0.92765309 -0.10093523  0.13327577
 -0.34198099  0.44814794  0.05078218 -0.02665069]",[ 0.01222225 -0.05965768],-0.06168874897639871,"[ 0.57595122 -0.37946845  0.81748406  0.92520468 -0.10093523  0.13327577
 -0.28681268  0.20305165  0.05129186 -0.02703449]"
82,37,"[ 0.57595122 -0.37946845  0.81748406  0.92520468 -0.10093523  0.13327577
 -0.28681268  0.20305165  0.05129186 -0.02703449]",[-0.08027948 -0.00710389],-0.06521198644183546,"[ 0.58317749 -0.38292492  0.81234476  0.92377947 -0.10093523  0.13327577
 -0.59889395  0.17093143  0.05214137 -0.02699873]"
82,38,"[ 0.58317749 -0.38292492  0.81234476  0.92377947 -0.10093523  0.13327577
 -0.59889395  0.17093143  0.05214137 -0.02699873]",[-0.0145146  -0.00851019],-0.059985920295961954,"[ 0.59323394 -0.38573753  0.80503012  0.92260856 -0.10093523  0.13327577
 -0.64448995  0.13385333  0.05338697 -0.02672562]"
82,39,"[ 0.59323394 -0.38573753  0.80503012  0.92260856 -0.10093523  0.13327577
 -0.64448995  0.13385333  0.05338697 -0.02672562]",[-0.03176193 -0.02147223],-0.062270055213292076,"[ 0.60446428 -0.38739532  0.79663224  0.9219137  -0.10093523  0.13327577
 -0.75744684  0.04619096  0.05483639 -0.02626085]"
82,40,"[ 0.60446428 -0.38739532  0.79663224  0.9219137  -0.10093523  0.13327577
 -0.75744684  0.04619096  0.05483639 -0.02626085]",[-0.024332    0.07587993],-0.06846961561428938,"[ 0.61710505 -0.39101472  0.78688078  0.92038442 -0.10093523  0.13327577
 -0.83879519  0.34573268  0.05643744 -0.02595546]"
82,41,"[ 0.61710505 -0.39101472  0.78688078  0.92038442 -0.10093523  0.13327577
 -0.83879519  0.34573268  0.05643744 -0.02595546]",[-0.01609595 -0.01246417],-0.06401955227117315,"[ 0.63058513 -0.39685199  0.77612009  0.91788262 -0.10093523  0.13327577
 -0.88590228  0.28953646  0.05810374 -0.02587598]"
82,42,"[ 0.63058513 -0.39685199  0.77612009  0.91788262 -0.10093523  0.13327577
 -0.88590228  0.28953646  0.05810374 -0.02587598]",[-0.0582383  -0.07678274],-0.07456139389512131,"[ 0.64586949 -0.39931322  0.76344784  0.91681457 -0.10093523  0.13327577
 -1.09886175 -0.02020698  0.06015916 -0.02532951]"
82,43,"[ 0.64586949 -0.39931322  0.76344784  0.91681457 -0.10093523  0.13327577
 -1.09886175 -0.02020698  0.06015916 -0.02532951]",[-0.05932347  0.00067233],-0.07085864938504244,"[ 0.66409046 -0.39897096  0.74765223  0.91696356 -0.10093523  0.13327577
 -1.31192861 -0.01713182  0.06278668 -0.0243385 ]"
82,44,"[ 0.66409046 -0.39897096  0.74765223  0.91696356 -0.10093523  0.13327577
 -1.31192861 -0.01713182  0.06278668 -0.0243385 ]",[ 0.0211246  -0.03381826],-0.0711840045076321,"[ 0.68267388 -0.39742722  0.73072319  0.9176337  -0.10093523  0.13327577
 -1.20233603 -0.15071438  0.06559921 -0.02323961]"
82,45,"[ 0.68267388 -0.39742722  0.73072319  0.9176337  -0.10093523  0.13327577
 -1.20233603 -0.15071438  0.06559921 -0.02323961]",[ 0.07204681 -0.11206894],-0.08934278504689522,"[ 0.69782894 -0.39059194  0.71626445  0.92056392 -0.10093523  0.13327577
 -0.89332206 -0.59150684  0.0682055  -0.02176028]"
82,46,"[ 0.69782894 -0.39059194  0.71626445  0.92056392 -0.10093523  0.13327577
 -0.89332206 -0.59150684  0.0682055  -0.02176028]",[-0.0305269  -0.02050341],-0.07494201398037849,"[ 0.71124179 -0.37902957  0.70294745  0.92538456 -0.10093523  0.13327577
 -0.99646048 -0.66097503  0.07085072 -0.01989029]"
82,47,"[ 0.71124179 -0.37902957  0.70294745  0.92538456 -0.10093523  0.13327577
 -0.99646048 -0.66097503  0.07085072 -0.01989029]",[-0.06673702 -0.06894179],-0.08540849325707034,"[ 0.72679527 -0.36433672  0.68685416  0.93126728 -0.10093523  0.13327577
 -1.24086071 -0.92085062  0.07412585 -0.0176651 ]"
82,48,"[ 0.72679527 -0.36433672  0.68685416  0.93126728 -0.10093523  0.13327577
 -1.24086071 -0.92085062  0.07412585 -0.0176651 ]",[-0.00895179 -0.10188243],-0.09000016068619895,"[ 0.74368812 -0.34349779  0.66852673  0.93915348 -0.10093523  0.13327577
 -1.25168091 -1.3060351   0.07814046 -0.01485527]"
82,49,"[ 0.74368812 -0.34349779  0.66852673  0.93915348 -0.10093523  0.13327577
 -1.25168091 -1.3060351   0.07814046 -0.01485527]",[0.02882266 0.1334644 ],-0.10164697578224996,"[ 0.75928338 -0.32411826  0.65076013  0.94601657 -0.10093523  0.13327577
 -1.11286958 -0.75173791  0.08207374 -0.01238867]"
83,0,"[ 0.99997495  0.99573304 -0.00707842  0.09228059 -0.18712052  0.05259751
  0.00199984 -0.00243735  0.39671776 -0.04393004]",[0.26290017 0.16346562],-0.4945002509573573,"[ 0.99999424  0.99511795  0.00339284  0.09869281 -0.18712052  0.05259751
  1.04167229  0.6444494   0.39654554 -0.04103189]"
83,1,"[ 0.99999424  0.99511795  0.00339284  0.09869281 -0.18712052  0.05259751
  1.04167229  0.6444494   0.39654554 -0.04103189]",[0.2911048  0.33053562],-0.5908935794989707,"[ 0.99936752  0.99222986  0.03556066  0.12441831 -0.18712052  0.05259751
  2.17209802  1.94001655  0.39564704 -0.03148438]"
